comparison,project,llm,generated_relative_path,original_relative_path,generated_complexity,original_complexity,delta_complexity,generated_complexity_per_100_ncloc,original_complexity_per_100_ncloc,delta_complexity_per_100_ncloc
original_vs_assisted,dyslexia-randomforest,chatgpt,dyslexia-randomforest/GENAIGREENML_assisted_chatgpt.py,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,23,3,20,27.3810,5.8824,21.4986
original_vs_assisted,dyslexia-randomforest,claude,dyslexia-randomforest/GENAIGREENML_assisted_claude.py,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,10,3,7,23.8095,5.8824,17.9272
original_vs_assisted,dyslexia-randomforest,codex,dyslexia-randomforest/GENAIGREENML_assisted_codex.py,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,43,3,40,33.3333,5.8824,27.4510
original_vs_assisted,dyslexia-randomforest,gemini,dyslexia-randomforest/GENAIGREENML_assisted_gemini.py,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,8,3,5,24.2424,5.8824,18.3601
original_vs_autonomous,dyslexia-randomforest,chatgpt,dyslexia-randomforest/GENAIGREENML_autonomous_chatgpt.py,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,56,3,53,28.5714,5.8824,22.6891
original_vs_autonomous,dyslexia-randomforest,codex,dyslexia-randomforest/GENAIGREENML_autonomous_codex.py,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,48,3,45,30.9677,5.8824,25.0854
original_vs_autonomous,dyslexia-randomforest,gemini,dyslexia-randomforest/GENAIGREENML_autonomous_gemini.py,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,11,3,8,17.4603,5.8824,11.5780
original_vs_assisted,spam-ham-detection,chatgpt,spam-ham-detection/GENAIGREENML_assisted_chatgpt.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,9,1,8,20.4545,4.7619,15.6926
original_vs_assisted,spam-ham-detection,claude,spam-ham-detection/GENAIGREENML_assisted_claude.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,1,1,0,5.2632,4.7619,0.5013
original_vs_assisted,spam-ham-detection,codex,spam-ham-detection/GENAIGREENML_assisted_codex.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,29,1,28,35.8025,4.7619,31.0406
original_vs_assisted,spam-ham-detection,gemini,spam-ham-detection/GENAIGREENML_assisted_gemini.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,5,1,4,15.6250,4.7619,10.8631
original_vs_autonomous,spam-ham-detection,chatgpt,spam-ham-detection/GENAIGREENML_autonomous_chatgpt.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,49,1,48,21.5859,4.7619,16.8240
original_vs_autonomous,spam-ham-detection,claude,spam-ham-detection/GENAIGREENML_autonomous_claude.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,12,1,11,15.7895,4.7619,11.0276
original_vs_autonomous,spam-ham-detection,codex,spam-ham-detection/GENAIGREENML_autonomous_codex.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,46,1,45,26.5896,4.7619,21.8277
original_vs_autonomous,spam-ham-detection,gemini,spam-ham-detection/GENAIGREENML_autonomous_gemini.py,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,13,1,12,18.5714,4.7619,13.8095
original_vs_assisted,student-math-ml-analysis,chatgpt,student-math-ml-analysis/analysis/GENAIGREENML_assisted_chatgpt.py,student-math-ml-analysis/analysis/GENAIGREENML_original_telemetry_chatgpt.py,12,0,12,21.0526,0,21.0526
original_vs_assisted,student-math-ml-analysis,claude,student-math-ml-analysis/analysis/GENAIGREENML_assisted_claude.py,student-math-ml-analysis/analysis/GENAIGREENML_original_telemetry_chatgpt.py,2,0,2,3.5714,0,3.5714
original_vs_assisted,student-math-ml-analysis,codex,student-math-ml-analysis/analysis/GENAIGREENML_assisted_codex.py,student-math-ml-analysis/analysis/GENAIGREENML_original_telemetry_chatgpt.py,11,0,11,19.6429,0,19.6429
original_vs_assisted,student-math-ml-analysis,gemini,student-math-ml-analysis/analysis/GENAIGREENML_assisted_gemini.py,student-math-ml-analysis/analysis/GENAIGREENML_original_telemetry_chatgpt.py,2,0,2,3.8462,0,3.8462
original_vs_autonomous,student-math-ml-analysis,codex,student-math-ml-analysis/analysis/GENAIGREENML_autonomous_codex.py,student-math-ml-analysis/analysis/GENAIGREENML_original_telemetry_chatgpt.py,37,0,37,24.5033,0,24.5033
original_vs_autonomous,student-math-ml-analysis,gemini,student-math-ml-analysis/analysis/GENAIGREENML_autonomous_gemini.py,student-math-ml-analysis/analysis/GENAIGREENML_original_telemetry_chatgpt.py,13,0,13,17.3333,0,17.3333
assisted_vs_autonomous,Air-Quality-Health-Prediction,chatgpt,Air-Quality-Health-Prediction/GENAIGREENML_assisted_chatgpt.py,Air-Quality-Health-Prediction/GENAIGREENML_autonomous_chatgpt.py,25,90,-65,24.7525,33.9623,-9.2098
assisted_vs_autonomous,Algorithms_KnnClasifier,chatgpt,Algorithms_KnnClasifier/GENAIGREENML_assisted_chatgpt.py,Algorithms_KnnClasifier/GENAIGREENML_autonomous_chatgpt.py,14,66,-52,25.9259,30.9859,-5.0600
assisted_vs_autonomous,Annotated_Colab_Notebook,chatgpt,Annotated_Colab_Notebook/GENAIGREENML_assisted_chatgpt.py,Annotated_Colab_Notebook/GENAIGREENML_autonomous_chatgpt.py,8,78,-70,19.5122,28.5714,-9.0592
assisted_vs_autonomous,BREAST-CANCER-PREDICTION-SYSTEM,chatgpt,BREAST-CANCER-PREDICTION-SYSTEM/GENAIGREENML_assisted_chatgpt.py,BREAST-CANCER-PREDICTION-SYSTEM/GENAIGREENML_autonomous_chatgpt.py,17,58,-41,18.0851,23.5772,-5.4921
assisted_vs_autonomous,BreastCancer_Classification,chatgpt,BreastCancer_Classification/GENAIGREENML_assisted_chatgpt.py,BreastCancer_Classification/GENAIGREENML_autonomous_chatgpt.py,24,50,-26,25,23.5849,1.4151
assisted_vs_autonomous,CT_Project,chatgpt,CT_Project/GENAIGREENML_assisted_chatgpt.py,CT_Project/GENAIGREENML_autonomous_chatgpt.py,10,56,-46,24.3902,31.1111,-6.7209
assisted_vs_autonomous,Classification-with-xgboost-on-binary.csv-data,chatgpt,Classification-with-xgboost-on-binary.csv-data/GENAIGREENML_assisted_chatgpt.py,Classification-with-xgboost-on-binary.csv-data/GENAIGREENML_autonomous_chatgpt.py,17,55,-38,20.7317,26.5700,-5.8383
assisted_vs_autonomous,CodeAlpha_IrisClassification,chatgpt,CodeAlpha_IrisClassification/GENAIGREENML_assisted_chatgpt.py,CodeAlpha_IrisClassification/GENAIGREENML_autonomous_chatgpt.py,21,59,-38,28.0000,29.7980,-1.7980
assisted_vs_autonomous,Cuisine-Predictor,chatgpt,Cuisine-Predictor/GENAIGREENML_assisted_chatgpt.py,Cuisine-Predictor/GENAIGREENML_autonomous_chatgpt.py,17,69,-52,23.6111,28.0488,-4.4377
assisted_vs_autonomous,Decision-Trees,chatgpt,Decision-Trees/GENAIGREENML_assisted_chatgpt.py,Decision-Trees/GENAIGREENML_autonomous_chatgpt.py,69,58,11,23.3898,30.8511,-7.4612
assisted_vs_autonomous,DecisionTreeClassifier,chatgpt,DecisionTreeClassifier/GENAIGREENML_assisted_chatgpt.py,DecisionTreeClassifier/GENAIGREENML_autonomous_chatgpt.py,12,69,-57,24,33.3333,-9.3333
assisted_vs_autonomous,Deep-Learning-Classification,chatgpt,Deep-Learning-Classification/GENAIGREENML_assisted_chatgpt.py,Deep-Learning-Classification/GENAIGREENML_autonomous_chatgpt.py,21,44,-23,21.6495,23.5294,-1.8799
assisted_vs_autonomous,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,chatgpt,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity/GENAIGREENML_assisted_chatgpt.py,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity/GENAIGREENML_autonomous_chatgpt.py,19,60,-41,13.0137,30.1508,-17.1371
assisted_vs_autonomous,Diabetes-Classification-with-SVM,chatgpt,Diabetes-Classification-with-SVM/GENAIGREENML_assisted_chatgpt.py,Diabetes-Classification-with-SVM/GENAIGREENML_autonomous_chatgpt.py,15,56,-41,21.7391,26.4151,-4.6760
assisted_vs_autonomous,Email-spam-detector,chatgpt,Email-spam-detector/GENAIGREENML_assisted_chatgpt.py,Email-spam-detector/GENAIGREENML_autonomous_chatgpt.py,19,81,-62,26.3889,33.8912,-7.5023
assisted_vs_autonomous,FakeNewsPrediction,chatgpt,FakeNewsPrediction/GENAIGREENML_assisted_chatgpt.py,FakeNewsPrediction/GENAIGREENML_autonomous_chatgpt.py,16,68,-52,20.7792,33.8308,-13.0516
assisted_vs_autonomous,HWStudentGradPredictor,chatgpt,HWStudentGradPredictor/GENAIGREENML_assisted_chatgpt.py,HWStudentGradPredictor/GENAIGREENML_autonomous_chatgpt.py,21,41,-20,32.3077,23.6994,8.6083
assisted_vs_autonomous,IMDB-Sentiment-Analysis,chatgpt,IMDB-Sentiment-Analysis/GENAIGREENML_assisted_chatgpt.py,IMDB-Sentiment-Analysis/GENAIGREENML_autonomous_chatgpt.py,9,69,-60,17.3077,32.5472,-15.2395
assisted_vs_autonomous,Iris-Classification-ML-problem,chatgpt,Iris-Classification-ML-problem/GENAIGREENML_assisted_chatgpt.py,Iris-Classification-ML-problem/GENAIGREENML_autonomous_chatgpt.py,17,73,-56,17.3469,30.8017,-13.4547
assisted_vs_autonomous,Iris-Flower-Classification-Codealpha,chatgpt,Iris-Flower-Classification-Codealpha/GENAIGREENML_assisted_chatgpt.py,Iris-Flower-Classification-Codealpha/GENAIGREENML_autonomous_chatgpt.py,10,49,-39,18.5185,27.3743,-8.8558
assisted_vs_autonomous,Iris-Flower-Classification-Codealpha2,chatgpt,Iris-Flower-Classification-Codealpha2/GENAIGREENML_assisted_chatgpt.py,Iris-Flower-Classification-Codealpha2/GENAIGREENML_autonomous_chatgpt.py,8,62,-54,16.3265,32.9787,-16.6522
assisted_vs_autonomous,Iris-Flower-Classification-Codealpha3,chatgpt,Iris-Flower-Classification-Codealpha3/GENAIGREENML_assisted_chatgpt.py,Iris-Flower-Classification-Codealpha3/GENAIGREENML_autonomous_chatgpt.py,8,56,-48,16.3265,33.5329,-17.2064
assisted_vs_autonomous,Iris-ML-Lab,chatgpt,Iris-ML-Lab/GENAIGREENML_assisted_chatgpt.py,Iris-ML-Lab/GENAIGREENML_autonomous_chatgpt.py,16,53,-37,20.7792,30.2857,-9.5065
assisted_vs_autonomous,JunctionalClassifier,chatgpt,JunctionalClassifier/GENAIGREENML_assisted_chatgpt.py,JunctionalClassifier/GENAIGREENML_autonomous_chatgpt.py,24,71,-47,25.5319,26.5918,-1.0598
assisted_vs_autonomous,JunctionalClassifier2,chatgpt,JunctionalClassifier2/GENAIGREENML_assisted_chatgpt.py,JunctionalClassifier2/GENAIGREENML_autonomous_chatgpt.py,11,59,-48,17.4603,26.4574,-8.9971
assisted_vs_autonomous,K-Nearest-Neighbor-Algorithm,chatgpt,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_chatgpt.py,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_chatgpt.py,21,35,-14,15.7895,22.2930,-6.5035
assisted_vs_autonomous,ML_CSV_Classification,chatgpt,ML_CSV_Classification/GENAIGREENML_assisted_chatgpt.py,ML_CSV_Classification/GENAIGREENML_autonomous_chatgpt.py,9,79,-70,16.6667,23.5821,-6.9154
assisted_vs_autonomous,MachineLearn-WineClassifier,chatgpt,MachineLearn-WineClassifier/GENAIGREENML_assisted_chatgpt.py,MachineLearn-WineClassifier/GENAIGREENML_autonomous_chatgpt.py,11,62,-51,18.6441,28.0543,-9.4102
assisted_vs_autonomous,MaliciousSoftwareClassification,chatgpt,MaliciousSoftwareClassification/GENAIGREENML_assisted_chatgpt.py,MaliciousSoftwareClassification/GENAIGREENML_autonomous_chatgpt.py,22,51,-29,20.1835,27.4194,-7.2359
assisted_vs_autonomous,Na-ve-bayes-algorithm-to-classify-the-fetal-health-,chatgpt,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_chatgpt.py,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_chatgpt.py,15,54,-39,20.5479,22.7848,-2.2369
assisted_vs_autonomous,Network_Intrusion_Detection_System,chatgpt,Network_Intrusion_Detection_System/GENAIGREENML_assisted_chatgpt.py,Network_Intrusion_Detection_System/GENAIGREENML_autonomous_chatgpt.py,5,58,-53,11.3636,27.8846,-16.5210
assisted_vs_autonomous,Predicting-heart-diseases-,chatgpt,Predicting-heart-diseases-/GENAIGREENML_assisted_chatgpt.py,Predicting-heart-diseases-/GENAIGREENML_autonomous_chatgpt.py,12,54,-42,17.6471,27,-9.3529
assisted_vs_autonomous,Rock-or-Mine-prediction,chatgpt,Rock-or-Mine-prediction/GENAIGREENML_assisted_chatgpt.py,Rock-or-Mine-prediction/GENAIGREENML_autonomous_chatgpt.py,7,48,-41,17.5000,21.8182,-4.3182
assisted_vs_autonomous,SCT_ML_3,chatgpt,SCT_ML_3/GENAIGREENML_assisted_chatgpt.py,SCT_ML_3/GENAIGREENML_autonomous_chatgpt.py,14,67,-53,31.1111,28.3898,2.7213
assisted_vs_autonomous,Simple-Naive-Bayes-on-Iris-Dataset,chatgpt,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_chatgpt.py,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_chatgpt.py,16,65,-49,25.3968,25.0965,0.3003
assisted_vs_autonomous,Social-Network-Ads,chatgpt,Social-Network-Ads/GENAIGREENML_assisted_chatgpt.py,Social-Network-Ads/GENAIGREENML_autonomous_chatgpt.py,18,69,-51,27.6923,31.3636,-3.6713
assisted_vs_autonomous,Spam-Email-Classifier,chatgpt,Spam-Email-Classifier/GENAIGREENML_assisted_chatgpt.py,Spam-Email-Classifier/GENAIGREENML_autonomous_chatgpt.py,9,73,-64,17.6471,27.7567,-10.1096
assisted_vs_autonomous,SparkMLClassification,chatgpt,SparkMLClassification/GENAIGREENML_assisted_chatgpt.py,SparkMLClassification/GENAIGREENML_autonomous_chatgpt.py,11,51,-40,18.3333,28.6517,-10.3184
assisted_vs_autonomous,Supervised-Data-mining-Customer-satisfaction-prediction-,chatgpt,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_chatgpt.py,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_autonomous_chatgpt.py,17,55,-38,15.5963,29.1005,-13.5042
assisted_vs_autonomous,Svm-GridsearchCV,chatgpt,Svm-GridsearchCV/GENAIGREENML_assisted_chatgpt.py,Svm-GridsearchCV/GENAIGREENML_autonomous_chatgpt.py,16,62,-46,23.1884,30.8458,-7.6574
assisted_vs_autonomous,Voting-Data-Classification,chatgpt,Voting-Data-Classification/GENAIGREENML_assisted_chatgpt.py,Voting-Data-Classification/GENAIGREENML_autonomous_chatgpt.py,20,85,-65,30.7692,33.7302,-2.9609
assisted_vs_autonomous,animals-classification,chatgpt,animals-classification/GENAIGREENML_assisted_chatgpt.py,animals-classification/GENAIGREENML_autonomous_chatgpt.py,18,55,-37,30.5085,30.3867,0.1217
assisted_vs_autonomous,cancer_prediction,chatgpt,cancer_prediction/GENAIGREENML_assisted_chatgpt.py,cancer_prediction/GENAIGREENML_autonomous_chatgpt.py,10,60,-50,11.4943,31.9149,-20.4206
assisted_vs_autonomous,cars-classification,chatgpt,cars-classification/GENAIGREENML_assisted_chatgpt.py,cars-classification/GENAIGREENML_autonomous_chatgpt.py,19,49,-30,29.6875,26.2032,3.4843
assisted_vs_autonomous,diabetes_predictive_analysis,chatgpt,diabetes_predictive_analysis/GENAIGREENML_assisted_chatgpt.py,diabetes_predictive_analysis/GENAIGREENML_autonomous_chatgpt.py,13,65,-52,19.6970,26.1044,-6.4074
assisted_vs_autonomous,dyslexia-randomforest,chatgpt,dyslexia-randomforest/GENAIGREENML_assisted_chatgpt.py,dyslexia-randomforest/GENAIGREENML_autonomous_chatgpt.py,23,56,-33,27.3810,28.5714,-1.1905
assisted_vs_autonomous,spam-ham-detection,chatgpt,spam-ham-detection/GENAIGREENML_assisted_chatgpt.py,spam-ham-detection/GENAIGREENML_autonomous_chatgpt.py,9,49,-40,20.4545,21.5859,-1.1314
assisted_vs_autonomous,Algorithms_KnnClasifier,claude,Algorithms_KnnClasifier/GENAIGREENML_assisted_claude.py,Algorithms_KnnClasifier/GENAIGREENML_autonomous_claude.py,6,9,-3,12.7660,13.6364,-0.8704
assisted_vs_autonomous,BREAST-CANCER-PREDICTION-SYSTEM,claude,BREAST-CANCER-PREDICTION-SYSTEM/GENAIGREENML_assisted_claude.py,BREAST-CANCER-PREDICTION-SYSTEM/GENAIGREENML_autonomous_claude.py,2,7,-5,5.8824,13.4615,-7.5792
assisted_vs_autonomous,CT_Project,claude,CT_Project/GENAIGREENML_assisted_claude.py,CT_Project/GENAIGREENML_autonomous_claude.py,1,12,-11,3.5714,17.1429,-13.5714
assisted_vs_autonomous,Classification-with-xgboost-on-binary.csv-data,claude,Classification-with-xgboost-on-binary.csv-data/GENAIGREENML_assisted_claude.py,Classification-with-xgboost-on-binary.csv-data/GENAIGREENML_autonomous_claude.py,2,12,-10,5.8824,20,-14.1176
assisted_vs_autonomous,CodeAlpha_IrisClassification,claude,CodeAlpha_IrisClassification/GENAIGREENML_assisted_claude.py,CodeAlpha_IrisClassification/GENAIGREENML_autonomous_claude.py,4,11,-7,14.2857,17.4603,-3.1746
assisted_vs_autonomous,DecisionTreeClassifier,claude,DecisionTreeClassifier/GENAIGREENML_assisted_claude.py,DecisionTreeClassifier/GENAIGREENML_autonomous_claude.py,2,8,-6,10,13.1148,-3.1148
assisted_vs_autonomous,Diabetes-Classification-with-SVM,claude,Diabetes-Classification-with-SVM/GENAIGREENML_assisted_claude.py,Diabetes-Classification-with-SVM/GENAIGREENML_autonomous_claude.py,2,13,-11,4.4444,22.4138,-17.9693
assisted_vs_autonomous,IMDB-Sentiment-Analysis,claude,IMDB-Sentiment-Analysis/GENAIGREENML_assisted_claude.py,IMDB-Sentiment-Analysis/GENAIGREENML_autonomous_claude.py,2,18,-16,8.3333,24.6575,-16.3242
assisted_vs_autonomous,Iris-Flower-Classification-Codealpha,claude,Iris-Flower-Classification-Codealpha/GENAIGREENML_assisted_claude.py,Iris-Flower-Classification-Codealpha/GENAIGREENML_autonomous_claude.py,4,8,-4,12.5000,14.0351,-1.5351
assisted_vs_autonomous,Iris-Flower-Classification-Codealpha2,claude,Iris-Flower-Classification-Codealpha2/GENAIGREENML_assisted_claude.py,Iris-Flower-Classification-Codealpha2/GENAIGREENML_autonomous_claude.py,5,9,-4,15.6250,13.8462,1.7788
assisted_vs_autonomous,Iris-Flower-Classification-Codealpha3,claude,Iris-Flower-Classification-Codealpha3/GENAIGREENML_assisted_claude.py,Iris-Flower-Classification-Codealpha3/GENAIGREENML_autonomous_claude.py,2,10,-8,8,16.9492,-8.9492
assisted_vs_autonomous,Iris-ML-Lab,claude,Iris-ML-Lab/GENAIGREENML_assisted_claude.py,Iris-ML-Lab/GENAIGREENML_autonomous_claude.py,1,10,-9,5.8824,20,-14.1176
assisted_vs_autonomous,K-Nearest-Neighbor-Algorithm,claude,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_claude.py,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_claude.py,4,6,-2,10.5263,11.5385,-1.0121
assisted_vs_autonomous,Na-ve-bayes-algorithm-to-classify-the-fetal-health-,claude,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_claude.py,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_claude.py,1,8,-7,5.5556,15.6863,-10.1307
assisted_vs_autonomous,Predicting-heart-diseases-,claude,Predicting-heart-diseases-/GENAIGREENML_assisted_claude.py,Predicting-heart-diseases-/GENAIGREENML_autonomous_claude.py,5,10,-5,9.2593,14.4928,-5.2335
assisted_vs_autonomous,SCT_ML_3,claude,SCT_ML_3/GENAIGREENML_assisted_claude.py,SCT_ML_3/GENAIGREENML_autonomous_claude.py,2,11,-9,11.7647,20.3704,-8.6057
assisted_vs_autonomous,Simple-Naive-Bayes-on-Iris-Dataset,claude,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_claude.py,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_claude.py,2,13,-11,8.6957,21.6667,-12.9710
assisted_vs_autonomous,Social-Network-Ads,claude,Social-Network-Ads/GENAIGREENML_assisted_claude.py,Social-Network-Ads/GENAIGREENML_autonomous_claude.py,1,17,-16,4.3478,23.2877,-18.9398
assisted_vs_autonomous,Voting-Data-Classification,claude,Voting-Data-Classification/GENAIGREENML_assisted_claude.py,Voting-Data-Classification/GENAIGREENML_autonomous_claude.py,1,18,-17,3.8462,27.2727,-23.4266
assisted_vs_autonomous,cancer_prediction,claude,cancer_prediction/GENAIGREENML_assisted_claude.py,cancer_prediction/GENAIGREENML_autonomous_claude.py,1,6,-5,2.8571,12,-9.1429
assisted_vs_autonomous,diabetes_predictive_analysis,claude,diabetes_predictive_analysis/GENAIGREENML_assisted_claude.py,diabetes_predictive_analysis/GENAIGREENML_autonomous_claude.py,5,10,-5,12.5000,15.3846,-2.8846
assisted_vs_autonomous,spam-ham-detection,claude,spam-ham-detection/GENAIGREENML_assisted_claude.py,spam-ham-detection/GENAIGREENML_autonomous_claude.py,1,12,-11,5.2632,15.7895,-10.5263
assisted_vs_autonomous,Air-Quality-Health-Prediction,codex,Air-Quality-Health-Prediction/GENAIGREENML_assisted_codex.py,Air-Quality-Health-Prediction/GENAIGREENML_autonomous_codex.py,23,55,-32,26.1364,28.9474,-2.8110
assisted_vs_autonomous,Algorithms_KnnClasifier,codex,Algorithms_KnnClasifier/GENAIGREENML_assisted_codex.py,Algorithms_KnnClasifier/GENAIGREENML_autonomous_codex.py,32,47,-15,30.7692,29.5597,1.2095
assisted_vs_autonomous,Annotated_Colab_Notebook,codex,Annotated_Colab_Notebook/GENAIGREENML_assisted_codex.py,Annotated_Colab_Notebook/GENAIGREENML_autonomous_codex.py,7,74,-67,16.6667,34.1014,-17.4347
assisted_vs_autonomous,BREAST-CANCER-PREDICTION-SYSTEM,codex,BREAST-CANCER-PREDICTION-SYSTEM/GENAIGREENML_assisted_codex.py,BREAST-CANCER-PREDICTION-SYSTEM/GENAIGREENML_autonomous_codex.py,29,46,-17,36.7089,27.2189,9.4899
assisted_vs_autonomous,BreastCancer_Classification,codex,BreastCancer_Classification/GENAIGREENML_assisted_codex.py,BreastCancer_Classification/GENAIGREENML_autonomous_codex.py,37,48,-11,38.1443,29.8137,8.3307
assisted_vs_autonomous,CT_Project,codex,CT_Project/GENAIGREENML_assisted_codex.py,CT_Project/GENAIGREENML_autonomous_codex.py,13,60,-47,20.3125,29.5567,-9.2442
assisted_vs_autonomous,Classification-with-xgboost-on-binary.csv-data,codex,Classification-with-xgboost-on-binary.csv-data/GENAIGREENML_assisted_codex.py,Classification-with-xgboost-on-binary.csv-data/GENAIGREENML_autonomous_codex.py,25,73,-48,36.2319,35.4369,0.7950
assisted_vs_autonomous,CodeAlpha_IrisClassification,codex,CodeAlpha_IrisClassification/GENAIGREENML_assisted_codex.py,CodeAlpha_IrisClassification/GENAIGREENML_autonomous_codex.py,18,73,-55,25,35.7843,-10.7843
assisted_vs_autonomous,Cuisine-Predictor,codex,Cuisine-Predictor/GENAIGREENML_assisted_codex.py,Cuisine-Predictor/GENAIGREENML_autonomous_codex.py,65,66,-1,42.4837,30.9859,11.4977
assisted_vs_autonomous,Decision-Trees,codex,Decision-Trees/GENAIGREENML_assisted_codex.py,Decision-Trees/GENAIGREENML_autonomous_codex.py,74,70,4,34.7418,35.3535,-0.6118
assisted_vs_autonomous,DecisionTreeClassifier,codex,DecisionTreeClassifier/GENAIGREENML_assisted_codex.py,DecisionTreeClassifier/GENAIGREENML_autonomous_codex.py,17,49,-32,34,28.8235,5.1765
assisted_vs_autonomous,Deep-Learning-Classification,codex,Deep-Learning-Classification/GENAIGREENML_assisted_codex.py,Deep-Learning-Classification/GENAIGREENML_autonomous_codex.py,33,45,-12,34.3750,27.7778,6.5972
assisted_vs_autonomous,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,codex,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity/GENAIGREENML_assisted_codex.py,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity/GENAIGREENML_autonomous_codex.py,36,64,-28,26.0870,30.7692,-4.6823
assisted_vs_autonomous,Diabetes-Classification-with-SVM,codex,Diabetes-Classification-with-SVM/GENAIGREENML_assisted_codex.py,Diabetes-Classification-with-SVM/GENAIGREENML_autonomous_codex.py,11,45,-34,13.7500,25,-11.2500
assisted_vs_autonomous,Email-spam-detector,codex,Email-spam-detector/GENAIGREENML_assisted_codex.py,Email-spam-detector/GENAIGREENML_autonomous_codex.py,15,50,-35,22.3881,26.1780,-3.7900
assisted_vs_autonomous,FakeNewsPrediction,codex,FakeNewsPrediction/GENAIGREENML_assisted_codex.py,FakeNewsPrediction/GENAIGREENML_autonomous_codex.py,16,62,-46,21.9178,30.0971,-8.1793
assisted_vs_autonomous,HWStudentGradPredictor,codex,HWStudentGradPredictor/GENAIGREENML_assisted_codex.py,HWStudentGradPredictor/GENAIGREENML_autonomous_codex.py,14,52,-38,28.0000,32.5000,-4.5000
assisted_vs_autonomous,IMDB-Sentiment-Analysis,codex,IMDB-Sentiment-Analysis/GENAIGREENML_assisted_codex.py,IMDB-Sentiment-Analysis/GENAIGREENML_autonomous_codex.py,21,45,-24,29.1667,28.1250,1.0417
assisted_vs_autonomous,Iris-Classification-ML-problem,codex,Iris-Classification-ML-problem/GENAIGREENML_assisted_codex.py,Iris-Classification-ML-problem/GENAIGREENML_autonomous_codex.py,26,71,-45,21.8487,32.5688,-10.7201
assisted_vs_autonomous,Iris-Flower-Classification-Codealpha,codex,Iris-Flower-Classification-Codealpha/GENAIGREENML_assisted_codex.py,Iris-Flower-Classification-Codealpha/GENAIGREENML_autonomous_codex.py,26,66,-40,34.6667,35.4839,-0.8172
assisted_vs_autonomous,Iris-Flower-Classification-Codealpha2,codex,Iris-Flower-Classification-Codealpha2/GENAIGREENML_assisted_codex.py,Iris-Flower-Classification-Codealpha2/GENAIGREENML_autonomous_codex.py,16,41,-25,27.5862,26.9737,0.6125
assisted_vs_autonomous,Iris-Flower-Classification-Codealpha3,codex,Iris-Flower-Classification-Codealpha3/GENAIGREENML_assisted_codex.py,Iris-Flower-Classification-Codealpha3/GENAIGREENML_autonomous_codex.py,16,60,-44,29.0909,30.7692,-1.6783
assisted_vs_autonomous,Iris-ML-Lab,codex,Iris-ML-Lab/GENAIGREENML_assisted_codex.py,Iris-ML-Lab/GENAIGREENML_autonomous_codex.py,13,54,-41,23.6364,27,-3.3636
assisted_vs_autonomous,JunctionalClassifier2,codex,JunctionalClassifier2/GENAIGREENML_assisted_codex.py,JunctionalClassifier2/GENAIGREENML_autonomous_codex.py,44,76,-32,31.2057,30.5221,0.6836
assisted_vs_autonomous,K-Nearest-Neighbor-Algorithm,codex,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_codex.py,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_codex.py,15,44,-29,23.0769,26.8293,-3.7523
