project,relative_path,file,mode,llm,complexity,ncloc,cognitive_complexity,complexity_per_100_ncloc
IMDB-Sentiment-Analysis,IMDB-Sentiment-Analysis/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,18,73,21,24.6575
IMDB-Sentiment-Analysis,IMDB-Sentiment-Analysis/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,45,160,79,28.1250
IMDB-Sentiment-Analysis,IMDB-Sentiment-Analysis/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,17,85,23,20
IMDB-Sentiment-Analysis,IMDB-Sentiment-Analysis/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,2,44,1,4.5455
Iris-Classification-ML-problem,Iris-Classification-ML-problem/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,17,98,7,17.3469
Iris-Classification-ML-problem,Iris-Classification-ML-problem/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,6,63,5,9.5238
Iris-Classification-ML-problem,Iris-Classification-ML-problem/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,26,119,21,21.8487
Iris-Classification-ML-problem,Iris-Classification-ML-problem/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,6,55,5,10.9091
Iris-Classification-ML-problem,Iris-Classification-ML-problem/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,73,237,88,30.8017
Iris-Classification-ML-problem,Iris-Classification-ML-problem/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,71,218,121,32.5688
Iris-Classification-ML-problem,Iris-Classification-ML-problem/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,25,99,32,25.2525
Iris-Classification-ML-problem,Iris-Classification-ML-problem/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,13,96,5,13.5417
Iris-Flower-Classification-Codealpha,Iris-Flower-Classification-Codealpha/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,10,54,8,18.5185
Iris-Flower-Classification-Codealpha,Iris-Flower-Classification-Codealpha/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,4,32,3,12.5000
Iris-Flower-Classification-Codealpha,Iris-Flower-Classification-Codealpha/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,26,75,25,34.6667
Iris-Flower-Classification-Codealpha,Iris-Flower-Classification-Codealpha/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,5,36,4,13.8889
Iris-Flower-Classification-Codealpha,Iris-Flower-Classification-Codealpha/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,49,179,63,27.3743
Iris-Flower-Classification-Codealpha,Iris-Flower-Classification-Codealpha/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,8,57,8,14.0351
Iris-Flower-Classification-Codealpha,Iris-Flower-Classification-Codealpha/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,66,186,93,35.4839
Iris-Flower-Classification-Codealpha,Iris-Flower-Classification-Codealpha/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,15,67,18,22.3881
Iris-Flower-Classification-Codealpha,Iris-Flower-Classification-Codealpha/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,3,30,2,10
Iris-Flower-Classification-Codealpha2,Iris-Flower-Classification-Codealpha2/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,8,49,5,16.3265
Iris-Flower-Classification-Codealpha2,Iris-Flower-Classification-Codealpha2/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,5,32,3,15.6250
Iris-Flower-Classification-Codealpha2,Iris-Flower-Classification-Codealpha2/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,16,58,11,27.5862
Iris-Flower-Classification-Codealpha2,Iris-Flower-Classification-Codealpha2/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,4,31,4,12.9032
Iris-Flower-Classification-Codealpha2,Iris-Flower-Classification-Codealpha2/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,62,188,81,32.9787
Iris-Flower-Classification-Codealpha2,Iris-Flower-Classification-Codealpha2/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,9,65,13,13.8462
Iris-Flower-Classification-Codealpha2,Iris-Flower-Classification-Codealpha2/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,41,152,69,26.9737
Iris-Flower-Classification-Codealpha2,Iris-Flower-Classification-Codealpha2/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,18,77,24,23.3766
Iris-Flower-Classification-Codealpha2,Iris-Flower-Classification-Codealpha2/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,3,30,2,10
Iris-Flower-Classification-Codealpha3,Iris-Flower-Classification-Codealpha3/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,8,49,4,16.3265
Iris-Flower-Classification-Codealpha3,Iris-Flower-Classification-Codealpha3/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,2,25,3,8
Iris-Flower-Classification-Codealpha3,Iris-Flower-Classification-Codealpha3/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,16,55,11,29.0909
Iris-Flower-Classification-Codealpha3,Iris-Flower-Classification-Codealpha3/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,4,28,4,14.2857
Iris-Flower-Classification-Codealpha3,Iris-Flower-Classification-Codealpha3/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,56,167,64,33.5329
Iris-Flower-Classification-Codealpha3,Iris-Flower-Classification-Codealpha3/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,10,59,11,16.9492
Iris-Flower-Classification-Codealpha3,Iris-Flower-Classification-Codealpha3/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,60,195,107,30.7692
Iris-Flower-Classification-Codealpha3,Iris-Flower-Classification-Codealpha3/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,18,71,19,25.3521
Iris-Flower-Classification-Codealpha3,Iris-Flower-Classification-Codealpha3/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,1,23,1,4.3478
Iris-ML-Lab,Iris-ML-Lab/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,16,77,18,20.7792
Iris-ML-Lab,Iris-ML-Lab/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,1,17,1,5.8824
Iris-ML-Lab,Iris-ML-Lab/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,13,55,11,23.6364
Iris-ML-Lab,Iris-ML-Lab/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,6,26,7,23.0769
Iris-ML-Lab,Iris-ML-Lab/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,53,175,60,30.2857
Iris-ML-Lab,Iris-ML-Lab/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,10,50,13,20
Iris-ML-Lab,Iris-ML-Lab/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,54,200,97,27
Iris-ML-Lab,Iris-ML-Lab/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,21,76,19,27.6316
Iris-ML-Lab,Iris-ML-Lab/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,1,24,1,4.1667
JunctionalClassifier,JunctionalClassifier/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,24,94,20,25.5319
JunctionalClassifier,JunctionalClassifier/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,6,39,18,15.3846
JunctionalClassifier,JunctionalClassifier/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,109,262,160,41.6031
JunctionalClassifier,JunctionalClassifier/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,9,57,13,15.7895
JunctionalClassifier,JunctionalClassifier/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,71,267,111,26.5918
JunctionalClassifier,JunctionalClassifier/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,23,101,62,22.7723
JunctionalClassifier,JunctionalClassifier/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,18,101,18,17.8218
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,11,63,7,17.4603
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,1,22,2,4.5455
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,44,141,75,31.2057
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,10,47,12,21.2766
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,59,223,87,26.4574
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,76,249,136,30.5221
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,27,116,48,23.2759
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,18,91,18,19.7802
JunctionalClassifier3,JunctionalClassifier3/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,10,44,4,22.7273
JunctionalClassifier3,JunctionalClassifier3/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,9,69,36,13.0435
JunctionalClassifier3,JunctionalClassifier3/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,110,229,150,48.0349
JunctionalClassifier3,JunctionalClassifier3/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,17,54,20,31.4815
JunctionalClassifier3,JunctionalClassifier3/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,23,108,42,21.2963
JunctionalClassifier3,JunctionalClassifier3/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,18,94,18,19.1489
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,21,133,13,15.7895
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,4,38,3,10.5263
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,15,65,19,23.0769
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,6,41,6,14.6341
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,35,157,29,22.2930
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,6,52,5,11.5385
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,44,164,66,26.8293
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,19,80,20,23.7500
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,20,62,25,32.2581
ML_CSV_Classification,ML_CSV_Classification/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,9,54,5,16.6667
ML_CSV_Classification,ML_CSV_Classification/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,3,24,3,12.5000
ML_CSV_Classification,ML_CSV_Classification/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,31,102,40,30.3922
ML_CSV_Classification,ML_CSV_Classification/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,4,32,3,12.5000
ML_CSV_Classification,ML_CSV_Classification/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,79,335,111,23.5821
ML_CSV_Classification,ML_CSV_Classification/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,25,102,32,24.5098
ML_CSV_Classification,ML_CSV_Classification/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,9,51,3,17.6471
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,11,59,8,18.6441
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,1,28,2,3.5714
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,16,78,13,20.5128
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,6,29,7,20.6897
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,62,221,80,28.0543
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,74,225,106,32.8889
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,16,81,19,19.7531
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,0,22,0,0
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,22,109,16,20.1835
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,4,68,5,5.8824
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,30,132,36,22.7273
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,6,101,3,5.9406
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,51,186,62,27.4194
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,45,170,78,26.4706
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,13,56,10,23.2143
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,3,103,3,2.9126
Multi-Turn-Intent-Classification,Multi-Turn-Intent-Classification/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,31,124,33,25
Multi-Turn-Intent-Classification,Multi-Turn-Intent-Classification/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,10,61,6,16.3934
Multi-Turn-Intent-Classification,Multi-Turn-Intent-Classification/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,48,152,59,31.5789
Multi-Turn-Intent-Classification,Multi-Turn-Intent-Classification/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,11,66,13,16.6667
Multi-Turn-Intent-Classification,Multi-Turn-Intent-Classification/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,118,285,211,41.4035
Multi-Turn-Intent-Classification,Multi-Turn-Intent-Classification/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,28,95,28,29.4737
Multi-Turn-Intent-Classification,Multi-Turn-Intent-Classification/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,8,71,3,11.2676
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,15,73,13,20.5479
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,1,18,1,5.5556
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,16,63,12,25.3968
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,2,27,2,7.4074
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,54,237,87,22.7848
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,8,51,11,15.6863
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,72,255,128,28.2353
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,12,50,14,24
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,0,15,0,0
Network_Intrusion_Detection_System,Network_Intrusion_Detection_System/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,5,44,4,11.3636
Network_Intrusion_Detection_System,Network_Intrusion_Detection_System/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,13,75,17,17.3333
Network_Intrusion_Detection_System,Network_Intrusion_Detection_System/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,58,208,66,27.8846
Network_Intrusion_Detection_System,Network_Intrusion_Detection_System/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,69,201,106,34.3284
Network_Intrusion_Detection_System,Network_Intrusion_Detection_System/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,10,67,10,14.9254
Network_Intrusion_Detection_System,Network_Intrusion_Detection_System/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,2,40,1,5
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,12,68,7,17.6471
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,5,54,7,9.2593
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,24,88,40,27.2727
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,5,50,5,10
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,54,200,65,27
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,10,69,13,14.4928
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,47,148,81,31.7568
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,12,83,18,14.4578
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,3,65,2,4.6154
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,7,40,3,17.5000
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,1,22,2,4.5455
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,12,56,10,21.4286
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,4,28,3,14.2857
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,48,220,66,21.8182
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,45,186,76,24.1935
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,9,61,10,14.7541
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,2,21,1,9.5238
SCT_ML_3,SCT_ML_3/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,14,45,14,31.1111
SCT_ML_3,SCT_ML_3/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,2,17,1,11.7647
SCT_ML_3,SCT_ML_3/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,23,68,20,33.8235
SCT_ML_3,SCT_ML_3/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,3,25,3,12
SCT_ML_3,SCT_ML_3/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,67,236,89,28.3898
SCT_ML_3,SCT_ML_3/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,11,54,14,20.3704
SCT_ML_3,SCT_ML_3/GENAIGREENML_autonomous_codex.py,GENAIGREENML_autonomous_codex.py,autonomous,codex,55,160,90,34.3750
SCT_ML_3,SCT_ML_3/GENAIGREENML_autonomous_gemini.py,GENAIGREENML_autonomous_gemini.py,autonomous,gemini,9,62,14,14.5161
SCT_ML_3,SCT_ML_3/GENAIGREENML_original_telemetry_chatgpt.py,GENAIGREENML_original_telemetry_chatgpt.py,original,baseline,0,18,0,0
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_chatgpt.py,GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,16,63,12,25.3968
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_claude.py,GENAIGREENML_assisted_claude.py,assisted,claude,2,23,3,8.6957
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_codex.py,GENAIGREENML_assisted_codex.py,assisted,codex,21,88,19,23.8636
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_gemini.py,GENAIGREENML_assisted_gemini.py,assisted,gemini,3,29,3,10.3448
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_chatgpt.py,GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,65,259,85,25.0965
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_claude.py,GENAIGREENML_autonomous_claude.py,autonomous,claude,13,60,15,21.6667
