timestamp,project,script,status,exit_code,accuracy,mem_delta_mb,exec_time_s,energy_j,notes
2026-02-20T09:02:16+0100,animals-classification,GENAIGREENML_assisted_gemini.py,OK,0,0.961538,0.000,0.898516893,17.970,energy approx on macOS using 20.0W
2026-02-20T09:02:17+0100,animals-classification,GENAIGREENML_autonomous_chatgpt.py,FAILED,1,,0.000,1.008699179,20.174,energy approx on macOS using 20.0W
2026-02-20T09:02:18+0100,animals-classification,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,0.895884752,17.918,energy approx on macOS using 20.0W
2026-02-20T09:02:19+0100,animals-classification,GENAIGREENML_autonomous_codex.py,FAILED,1,,0.000,0.935692787,18.714,energy approx on macOS using 20.0W
2026-02-20T09:02:19+0100,animals-classification,GENAIGREENML_autonomous_gemini.py,FAILED,1,,0.000,0.897185802,17.944,energy approx on macOS using 20.0W
2026-02-20T09:02:25+0100,Annotated_Colab_Notebook,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.860916,0.000,5.076859951,101.537,energy approx on macOS using 20.0W
2026-02-20T09:02:26+0100,Annotated_Colab_Notebook,GENAIGREENML_assisted_chatgpt.py,FAILED,1,,0.000,1.469641924,29.393,energy approx on macOS using 20.0W
2026-02-20T09:02:28+0100,Annotated_Colab_Notebook,GENAIGREENML_assisted_claude.py,OK,0,0.753975,0.000,1.831248283,36.625,energy approx on macOS using 20.0W
2026-02-20T09:02:32+0100,Annotated_Colab_Notebook,GENAIGREENML_assisted_codex.py,OK,0,0.860916,0.000,3.610785007,72.216,energy approx on macOS using 20.0W
2026-02-20T09:02:35+0100,Annotated_Colab_Notebook,GENAIGREENML_assisted_gemini.py,OK,0,0.860916,0.000,3.713618994,74.272,energy approx on macOS using 20.0W
2026-02-20T09:02:37+0100,Annotated_Colab_Notebook,GENAIGREENML_autonomous_chatgpt.py,FAILED,1,,0.000,1.446094275,28.922,energy approx on macOS using 20.0W
2026-02-20T09:02:38+0100,Annotated_Colab_Notebook,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,1.333783150,26.676,energy approx on macOS using 20.0W
2026-02-20T09:02:40+0100,Annotated_Colab_Notebook,GENAIGREENML_autonomous_codex.py,FAILED,1,,0.000,1.705558062,34.111,energy approx on macOS using 20.0W
2026-02-20T09:02:41+0100,Annotated_Colab_Notebook,GENAIGREENML_autonomous_gemini.py,OK,0,0.817132,0.000,1.495193005,29.904,energy approx on macOS using 20.0W
2026-02-20T09:02:44+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.903509,0.000,2.763820648,55.276,energy approx on macOS using 20.0W
2026-02-20T09:02:45+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_assisted_chatgpt.py,OK,0,0.903509,0.000,0.894063950,17.881,energy approx on macOS using 20.0W
2026-02-20T09:02:46+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_assisted_claude.py,OK,0,0.903509,0.000,0.948949814,18.979,energy approx on macOS using 20.0W
2026-02-20T09:02:47+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_assisted_codex.py,OK,0,0.903509,0.000,0.944142103,18.883,energy approx on macOS using 20.0W
2026-02-20T09:02:48+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_autonomous_chatgpt.py,FAILED,1,,0.000,1.051723957,21.034,energy approx on macOS using 20.0W
2026-02-20T09:02:48+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,0.037928104,0.759,energy approx on macOS using 20.0W
2026-02-20T09:02:49+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_autonomous_codex.py,OK,0,0.982456,0.000,1.105519772,22.110,energy approx on macOS using 20.0W
2026-02-20T09:02:51+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_autonomous_gemini.py,OK,0,0.973684,0.000,1.056931019,21.139,energy approx on macOS using 20.0W
2026-02-20T09:02:56+0100,BreastCancer_Classification,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,91.946309,0.000,5.400193214,108.004,energy approx on macOS using 20.0W
2026-02-20T09:03:01+0100,BreastCancer_Classification,GENAIGREENML_assisted_chatgpt.py,OK,0,91.946309,0.000,4.974608183,99.492,energy approx on macOS using 20.0W
2026-02-20T09:03:06+0100,BreastCancer_Classification,GENAIGREENML_assisted_claude.py,OK,0,0.919463,0.000,4.635854006,92.717,energy approx on macOS using 20.0W
2026-02-20T09:03:08+0100,BreastCancer_Classification,GENAIGREENML_assisted_codex.py,OK,0,92.000000,0.000,2.441280127,48.826,energy approx on macOS using 20.0W
2026-02-20T09:03:10+0100,BreastCancer_Classification,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.928571,0.000,1.433619261,28.672,energy approx on macOS using 20.0W
2026-02-20T09:03:10+0100,BreastCancer_Classification,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,0.040342093,0.807,energy approx on macOS using 20.0W
2026-02-20T09:03:11+0100,BreastCancer_Classification,GENAIGREENML_autonomous_codex.py,OK,0,0.940476,0.000,0.955096006,19.102,energy approx on macOS using 20.0W
2026-02-20T09:03:12+0100,BreastCancer_Classification,GENAIGREENML_autonomous_gemini.py,FAILED,1,,0.000,0.949424028,18.988,energy approx on macOS using 20.0W
2026-02-20T09:03:15+0100,cancer_prediction,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.982456,0.000,3.377593040,67.552,energy approx on macOS using 20.0W
2026-02-20T09:03:16+0100,cancer_prediction,GENAIGREENML_assisted_chatgpt.py,OK,0,0.982456,0.000,0.893473864,17.869,energy approx on macOS using 20.0W
2026-02-20T09:03:17+0100,cancer_prediction,GENAIGREENML_assisted_claude.py,OK,0,0.982456,0.000,0.842360973,16.847,energy approx on macOS using 20.0W
2026-02-20T09:03:18+0100,cancer_prediction,GENAIGREENML_assisted_codex.py,OK,0,0.982456,0.000,0.842344999,16.847,energy approx on macOS using 20.0W
2026-02-20T09:03:19+0100,cancer_prediction,GENAIGREENML_assisted_gemini.py,OK,0,0.982456,0.000,0.839045763,16.781,energy approx on macOS using 20.0W
2026-02-20T09:03:20+0100,cancer_prediction,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.970760,0.000,0.955757856,19.115,energy approx on macOS using 20.0W
2026-02-20T09:03:20+0100,cancer_prediction,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,0.040455103,0.809,energy approx on macOS using 20.0W
2026-02-20T09:03:21+0100,cancer_prediction,GENAIGREENML_autonomous_codex.py,OK,0,0.982456,0.000,0.897298098,17.946,energy approx on macOS using 20.0W
2026-02-20T09:03:22+0100,cancer_prediction,GENAIGREENML_autonomous_gemini.py,OK,0,0.973684,0.000,0.901092052,18.022,energy approx on macOS using 20.0W
2026-02-20T09:03:24+0100,cars-classification,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.703125,0.000,2.036163807,40.723,energy approx on macOS using 20.0W
2026-02-20T09:03:25+0100,cars-classification,GENAIGREENML_assisted_chatgpt.py,OK,0,0.703125,0.000,0.950071812,19.001,energy approx on macOS using 20.0W
2026-02-20T09:03:26+0100,cars-classification,GENAIGREENML_assisted_claude.py,OK,0,0.703125,0.000,0.951670885,19.033,energy approx on macOS using 20.0W
2026-02-20T09:03:27+0100,cars-classification,GENAIGREENML_assisted_codex.py,OK,0,0.703125,0.000,1.001852989,20.037,energy approx on macOS using 20.0W
2026-02-20T09:03:28+0100,cars-classification,GENAIGREENML_assisted_gemini.py,OK,0,0.703125,0.000,0.898799181,17.976,energy approx on macOS using 20.0W
2026-02-20T09:03:29+0100,cars-classification,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.757576,0.000,0.999433041,19.989,energy approx on macOS using 20.0W
2026-02-20T09:03:30+0100,cars-classification,GENAIGREENML_autonomous_claude.py,OK,0,,0.000,0.947397947,18.948,energy approx on macOS using 20.0W
2026-02-20T09:03:31+0100,cars-classification,GENAIGREENML_autonomous_codex.py,FAILED,1,,0.000,0.949555874,18.991,energy approx on macOS using 20.0W
2026-02-20T09:03:32+0100,cars-classification,GENAIGREENML_autonomous_gemini.py,FAILED,1,,0.000,0.943696260,18.874,energy approx on macOS using 20.0W
2026-02-20T09:03:35+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.625000,0.000,2.750097990,55.002,energy approx on macOS using 20.0W
2026-02-20T09:03:36+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_assisted_chatgpt.py,OK,0,0.737500,0.000,0.901113987,18.022,energy approx on macOS using 20.0W
2026-02-20T09:03:36+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_assisted_claude.py,OK,0,0.625000,0.000,0.898855209,17.977,energy approx on macOS using 20.0W
2026-02-20T09:03:37+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_assisted_codex.py,OK,0,0.625000,0.000,0.894009113,17.880,energy approx on macOS using 20.0W
2026-02-20T09:03:38+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_assisted_gemini.py,OK,0,0.625000,0.000,1.057294130,21.146,energy approx on macOS using 20.0W
2026-02-20T09:03:40+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.737500,0.000,1.114163876,22.283,energy approx on macOS using 20.0W
2026-02-20T09:03:40+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,0.040492058,0.810,energy approx on macOS using 20.0W
2026-02-20T09:03:41+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_autonomous_codex.py,OK,0,0.725000,0.000,0.942485809,18.850,energy approx on macOS using 20.0W
2026-02-20T09:03:41+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_autonomous_gemini.py,OK,0,0.737500,0.000,0.955776930,19.116,energy approx on macOS using 20.0W
2026-02-20T09:03:45+0100,CodeAlpha_IrisClassification,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,,0.000,2.971028090,59.421,energy approx on macOS using 20.0W
2026-02-20T09:03:46+0100,CodeAlpha_IrisClassification,GENAIGREENML_assisted_chatgpt.py,OK,0,0.900000,0.000,1.112190962,22.244,energy approx on macOS using 20.0W
2026-02-20T09:03:47+0100,CodeAlpha_IrisClassification,GENAIGREENML_assisted_claude.py,OK,0,0.966667,0.000,0.902600288,18.052,energy approx on macOS using 20.0W
2026-02-20T09:03:48+0100,CodeAlpha_IrisClassification,GENAIGREENML_assisted_codex.py,OK,0,0.900000,0.000,1.058714867,21.174,energy approx on macOS using 20.0W
2026-02-20T09:03:49+0100,CodeAlpha_IrisClassification,GENAIGREENML_assisted_gemini.py,OK,0,0.900000,0.000,1.062269926,21.245,energy approx on macOS using 20.0W
2026-02-20T09:03:50+0100,CodeAlpha_IrisClassification,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.000000,0.000,0.946116209,18.922,energy approx on macOS using 20.0W
2026-02-20T09:03:50+0100,CodeAlpha_IrisClassification,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,0.040379047,0.808,energy approx on macOS using 20.0W
2026-02-20T09:03:51+0100,CodeAlpha_IrisClassification,GENAIGREENML_autonomous_codex.py,FAILED,1,,0.000,0.950953007,19.019,energy approx on macOS using 20.0W
2026-02-20T09:03:52+0100,CodeAlpha_IrisClassification,GENAIGREENML_autonomous_gemini.py,FAILED,1,,0.000,0.947435856,18.949,energy approx on macOS using 20.0W
2026-02-20T09:03:55+0100,CT_Project,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.966816,0.000,2.699721098,53.994,energy approx on macOS using 20.0W
2026-02-20T09:03:56+0100,CT_Project,GENAIGREENML_assisted_chatgpt.py,OK,0,0.966816,0.000,0.954173088,19.083,energy approx on macOS using 20.0W
2026-02-20T09:03:57+0100,CT_Project,GENAIGREENML_assisted_claude.py,OK,0,0.965919,0.000,0.950251102,19.005,energy approx on macOS using 20.0W
2026-02-20T09:03:58+0100,CT_Project,GENAIGREENML_assisted_codex.py,OK,0,0.966816,0.000,0.948712826,18.974,energy approx on macOS using 20.0W
2026-02-20T09:03:59+0100,CT_Project,GENAIGREENML_assisted_gemini.py,OK,0,0.966816,0.000,0.949010849,18.980,energy approx on macOS using 20.0W
2026-02-20T09:03:59+0100,CT_Project,GENAIGREENML_autonomous_chatgpt.py,FAILED,1,,0.000,0.951714993,19.034,energy approx on macOS using 20.0W
2026-02-20T09:04:00+0100,CT_Project,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,0.038002729,0.760,energy approx on macOS using 20.0W
2026-02-20T09:04:01+0100,CT_Project,GENAIGREENML_autonomous_codex.py,OK,0,0.967713,0.000,1.053969145,21.079,energy approx on macOS using 20.0W
2026-02-20T09:04:01+0100,CT_Project,GENAIGREENML_autonomous_gemini.py,OK,0,1.000000,0.000,0.901452065,18.029,energy approx on macOS using 20.0W
2026-02-20T09:04:05+0100,Cuisine-Predictor,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.769623,0.000,2.847241879,56.945,energy approx on macOS using 20.0W
2026-02-20T09:04:06+0100,Cuisine-Predictor,GENAIGREENML_assisted_chatgpt.py,OK,0,0.774576,0.000,1.490900040,29.818,energy approx on macOS using 20.0W
2026-02-20T09:04:07+0100,Cuisine-Predictor,GENAIGREENML_assisted_claude.py,OK,0,0.774526,0.000,1.282950878,25.659,energy approx on macOS using 20.0W
2026-02-20T09:04:08+0100,Cuisine-Predictor,GENAIGREENML_assisted_codex.py,OK,0,0.769623,0.000,0.997044802,19.941,energy approx on macOS using 20.0W
2026-02-20T09:04:10+0100,Cuisine-Predictor,GENAIGREENML_assisted_gemini.py,OK,0,0.769623,0.000,1.475609303,29.512,energy approx on macOS using 20.0W
2026-02-20T09:04:10+0100,Cuisine-Predictor,GENAIGREENML_autonomous_chatgpt.py,FAILED,1,,0.000,0.239086151,4.782,energy approx on macOS using 20.0W
2026-02-20T09:04:10+0100,Cuisine-Predictor,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,0.040379763,0.808,energy approx on macOS using 20.0W
2026-02-20T09:04:10+0100,Cuisine-Predictor,GENAIGREENML_autonomous_codex.py,FAILED,1,,0.000,0.239755154,4.795,energy approx on macOS using 20.0W
2026-02-20T09:04:11+0100,Cuisine-Predictor,GENAIGREENML_autonomous_gemini.py,FAILED,1,,0.000,0.237400055,4.748,energy approx on macOS using 20.0W
2026-02-20T09:04:11+0100,Decision-Trees,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.469880,0.000,0.183723927,3.674,energy approx on macOS using 20.0W
2026-02-20T09:04:11+0100,Decision-Trees,GENAIGREENML_assisted_chatgpt.py,FAILED,1,,0.000,0.040503740,0.810,energy approx on macOS using 20.0W
2026-02-20T09:04:11+0100,Decision-Trees,GENAIGREENML_assisted_claude.py,OK,0,,0.000,0.036400795,0.728,energy approx on macOS using 20.0W
2026-02-20T09:04:11+0100,Decision-Trees,GENAIGREENML_assisted_gemini.py,FAILED,1,,0.000,0.040113926,0.802,energy approx on macOS using 20.0W
2026-02-20T09:04:11+0100,Decision-Trees,GENAIGREENML_autonomous_chatgpt.py,FAILED,1,,0.000,0.040169954,0.803,energy approx on macOS using 20.0W
2026-02-20T09:04:11+0100,Decision-Trees,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,0.038029909,0.761,energy approx on macOS using 20.0W
2026-02-20T09:04:11+0100,Decision-Trees,GENAIGREENML_autonomous_codex.py,FAILED,1,,0.000,0.037777901,0.756,energy approx on macOS using 20.0W
2026-02-20T09:04:11+0100,Decision-Trees,GENAIGREENML_autonomous_gemini.py,FAILED,1,,0.000,0.040244102,0.805,energy approx on macOS using 20.0W
2026-02-20T09:04:14+0100,DecisionTreeClassifier,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,1.000000,0.000,2.851300001,57.026,energy approx on macOS using 20.0W
2026-02-20T09:04:15+0100,DecisionTreeClassifier,GENAIGREENML_assisted_chatgpt.py,OK,0,1.000000,0.000,0.953852177,19.077,energy approx on macOS using 20.0W
2026-02-20T09:04:16+0100,DecisionTreeClassifier,GENAIGREENML_assisted_claude.py,OK,0,1.000000,0.000,0.947579145,18.952,energy approx on macOS using 20.0W
2026-02-20T09:04:17+0100,DecisionTreeClassifier,GENAIGREENML_assisted_codex.py,OK,0,1.000000,0.000,0.953830957,19.077,energy approx on macOS using 20.0W
2026-02-20T09:04:18+0100,DecisionTreeClassifier,GENAIGREENML_assisted_gemini.py,OK,0,1.000000,0.000,0.945954084,18.919,energy approx on macOS using 20.0W
2026-02-20T09:04:19+0100,DecisionTreeClassifier,GENAIGREENML_autonomous_chatgpt.py,FAILED,1,,0.000,0.952339411,19.047,energy approx on macOS using 20.0W
2026-02-20T09:04:20+0100,DecisionTreeClassifier,GENAIGREENML_autonomous_claude.py,OK,0,1.000000,0.000,0.945274830,18.905,energy approx on macOS using 20.0W
2026-02-20T09:04:21+0100,DecisionTreeClassifier,GENAIGREENML_autonomous_codex.py,FAILED,1,,0.000,0.950993299,19.020,energy approx on macOS using 20.0W
2026-02-20T09:04:22+0100,DecisionTreeClassifier,GENAIGREENML_autonomous_gemini.py,OK,0,1.000000,0.000,0.949126720,18.983,energy approx on macOS using 20.0W
2026-02-20T09:04:31+0100,Deep-Learning-Classification,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.811111,0.000,8.635820866,172.716,energy approx on macOS using 20.0W
2026-02-20T09:04:36+0100,Deep-Learning-Classification,GENAIGREENML_assisted_chatgpt.py,OK,0,0.833333,0.000,5.271670103,105.433,energy approx on macOS using 20.0W
2026-02-20T09:04:40+0100,Deep-Learning-Classification,GENAIGREENML_assisted_claude.py,FAILED,1,,0.000,3.357929945,67.159,energy approx on macOS using 20.0W
2026-02-20T09:04:45+0100,Deep-Learning-Classification,GENAIGREENML_assisted_codex.py,OK,0,0.833333,0.000,4.982342243,99.647,energy approx on macOS using 20.0W
2026-02-20T09:04:48+0100,Deep-Learning-Classification,GENAIGREENML_assisted_gemini.py,FAILED,1,,0.000,3.185784817,63.716,energy approx on macOS using 20.0W
2026-02-20T09:04:49+0100,Deep-Learning-Classification,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.000000,0.000,0.998930216,19.979,energy approx on macOS using 20.0W
2026-02-20T09:04:49+0100,Deep-Learning-Classification,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,0.039074898,0.781,energy approx on macOS using 20.0W
2026-02-20T09:04:50+0100,Deep-Learning-Classification,GENAIGREENML_autonomous_codex.py,OK,0,1.000000,0.000,0.949148893,18.983,energy approx on macOS using 20.0W
2026-02-20T09:04:51+0100,Deep-Learning-Classification,GENAIGREENML_autonomous_gemini.py,OK,0,1.000000,0.000,0.957993984,19.160,energy approx on macOS using 20.0W
2026-02-20T09:05:20+0100,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.787632,0.000,28.691638947,573.833,energy approx on macOS using 20.0W
2026-02-20T09:05:44+0100,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,GENAIGREENML_assisted_chatgpt.py,OK,0,0.788446,0.000,24.441802025,488.836,energy approx on macOS using 20.0W
2026-02-20T09:06:09+0100,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,GENAIGREENML_assisted_claude.py,OK,0,0.800651,0.000,24.605060816,492.101,energy approx on macOS using 20.0W
2026-02-20T09:06:29+0100,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,GENAIGREENML_assisted_codex.py,OK,0,0.814076,0.000,20.204614878,404.092,energy approx on macOS using 20.0W
2026-02-20T09:06:53+0100,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,GENAIGREENML_assisted_gemini.py,OK,0,0.802685,0.000,24.362722874,487.254,energy approx on macOS using 20.0W
2026-02-20T09:06:54+0100,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.829063,0.000,1.007256031,20.145,energy approx on macOS using 20.0W
2026-02-20T09:06:54+0100,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,0.045986176,0.920,energy approx on macOS using 20.0W
2026-02-20T09:06:55+0100,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,GENAIGREENML_autonomous_codex.py,OK,0,0.829063,0.000,1.011404037,20.228,energy approx on macOS using 20.0W
2026-02-20T09:07:02+0100,Diabetes-Classification-with-SVM,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.645022,0.000,6.664666176,133.293,energy approx on macOS using 20.0W
2026-02-20T09:07:06+0100,Diabetes-Classification-with-SVM,GENAIGREENML_assisted_chatgpt.py,OK,0,0.645022,0.000,3.090212822,61.804,energy approx on macOS using 20.0W
2026-02-20T09:07:09+0100,Diabetes-Classification-with-SVM,GENAIGREENML_assisted_claude.py,OK,0,0.645022,0.000,3.018953800,60.379,energy approx on macOS using 20.0W
2026-02-20T09:07:11+0100,Diabetes-Classification-with-SVM,GENAIGREENML_assisted_codex.py,OK,0,0.645022,0.000,2.633642912,52.673,energy approx on macOS using 20.0W
2026-02-20T09:07:12+0100,Diabetes-Classification-with-SVM,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.744589,0.000,0.967575073,19.352,energy approx on macOS using 20.0W
2026-02-20T09:07:13+0100,Diabetes-Classification-with-SVM,GENAIGREENML_autonomous_claude.py,OK,0,0.744589,0.000,0.964611053,19.292,energy approx on macOS using 20.0W
2026-02-20T09:07:14+0100,Diabetes-Classification-with-SVM,GENAIGREENML_autonomous_codex.py,OK,0,0.714286,0.000,0.966784954,19.336,energy approx on macOS using 20.0W
2026-02-20T09:07:18+0100,diabetes_predictive_analysis,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.720779,0.000,3.609890223,72.198,energy approx on macOS using 20.0W
2026-02-20T09:07:19+0100,diabetes_predictive_analysis,GENAIGREENML_assisted_chatgpt.py,OK,0,0.753247,0.000,1.022578955,20.452,energy approx on macOS using 20.0W
2026-02-20T09:07:22+0100,diabetes_predictive_analysis,GENAIGREENML_assisted_claude.py,OK,0,0.753247,0.000,2.601615191,52.032,energy approx on macOS using 20.0W
2026-02-20T09:07:23+0100,diabetes_predictive_analysis,GENAIGREENML_assisted_codex.py,FAILED,1,,0.000,0.964238882,19.285,energy approx on macOS using 20.0W
2026-02-20T09:07:24+0100,diabetes_predictive_analysis,GENAIGREENML_assisted_gemini.py,OK,0,0.753247,0.000,1.033207178,20.664,energy approx on macOS using 20.0W
2026-02-20T09:07:25+0100,diabetes_predictive_analysis,GENAIGREENML_autonomous_chatgpt.py,FAILED,1,,0.000,0.943879843,18.878,energy approx on macOS using 20.0W
2026-02-20T09:07:25+0100,diabetes_predictive_analysis,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,0.024112940,0.482,energy approx on macOS using 20.0W
2026-02-20T09:07:26+0100,diabetes_predictive_analysis,GENAIGREENML_autonomous_codex.py,OK,0,0.727273,0.000,0.953538179,19.071,energy approx on macOS using 20.0W
2026-02-20T09:07:26+0100,diabetes_predictive_analysis,GENAIGREENML_autonomous_gemini.py,OK,0,0.707792,0.000,0.963931799,19.279,energy approx on macOS using 20.0W
2026-02-20T09:07:33+0100,dyslexia-randomforest,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.741758,0.000,5.958549023,119.171,energy approx on macOS using 20.0W
2026-02-20T09:07:37+0100,dyslexia-randomforest,GENAIGREENML_assisted_chatgpt.py,OK,0,0.760440,0.000,4.010190010,80.204,energy approx on macOS using 20.0W
