timestamp,project,script,status,exit_code,accuracy,mem_delta_mb,exec_time_s,energy_j,notes
2026-03-13T11:48:05+0100,Air-Quality-Health-Prediction,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,1.000000,0.000,3.441617250,68.832,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:06+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_chatgpt.py,OK,0,0.000000,0.000,1.546386003,30.928,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:08+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_claude.py,OK,0,,0.000,1.158995867,23.180,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:09+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_codex.py,OK,0,0.956522,0.000,1.385947227,27.719,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:10+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.996794,0.000,1.219504118,24.390,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:11+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_codex.py,OK,0,0.560613,0.000,1.215332031,24.307,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:13+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_gemini.py,OK,0,0.985577,0.000,1.174638033,23.493,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:14+0100,Algorithms_KnnClasifier,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.720000,0.000,0.791512012,15.830,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:15+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_chatgpt.py,OK,0,0.750000,0.000,0.242580891,4.852,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:15+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_claude.py,OK,0,0.720000,0.000,0.287858009,5.757,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:15+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_codex.py,OK,0,72.000000,0.000,0.285810232,5.716,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:16+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_gemini.py,OK,0,0.720000,0.000,0.295528889,5.911,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:17+0100,Algorithms_KnnClasifier,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.753731,0.000,1.884582043,37.692,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:18+0100,Algorithms_KnnClasifier,GENAIGREENML_autonomous_codex.py,OK,0,0.723881,0.000,1.058841944,21.177,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:20+0100,Algorithms_KnnClasifier,GENAIGREENML_autonomous_gemini.py,OK,0,0.746269,0.000,1.061406851,21.228,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:23+0100,animals-classification,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.961538,0.000,2.687804937,53.756,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:24+0100,animals-classification,GENAIGREENML_assisted_chatgpt.py,OK,0,0.961538,0.000,0.999458075,19.989,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:25+0100,animals-classification,GENAIGREENML_assisted_claude.py,OK,0,0.961538,0.000,0.957564116,19.151,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:26+0100,animals-classification,GENAIGREENML_assisted_codex.py,OK,0,0.961538,0.000,1.003759146,20.075,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:27+0100,animals-classification,GENAIGREENML_assisted_gemini.py,OK,0,0.961538,0.000,0.944752932,18.895,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:28+0100,animals-classification,GENAIGREENML_autonomous_claude.py,OK,0,,0.000,0.951238871,19.025,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:29+0100,animals-classification,GENAIGREENML_autonomous_codex.py,OK,0,1.000000,0.000,1.055173159,21.103,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:30+0100,animals-classification,GENAIGREENML_autonomous_gemini.py,OK,0,1.000000,0.000,1.005706310,20.114,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:36+0100,Annotated_Colab_Notebook,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.860916,0.000,5.168662786,103.373,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:38+0100,Annotated_Colab_Notebook,GENAIGREENML_assisted_chatgpt.py,OK,0,0.860916,0.000,1.871366978,37.427,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:40+0100,Annotated_Colab_Notebook,GENAIGREENML_assisted_claude.py,OK,0,0.864601,0.000,1.814662933,36.293,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:44+0100,Annotated_Colab_Notebook,GENAIGREENML_assisted_codex.py,OK,0,0.860916,0.000,3.638994932,72.780,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:47+0100,Annotated_Colab_Notebook,GENAIGREENML_assisted_gemini.py,OK,0,0.860916,0.000,3.677391052,73.548,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:49+0100,Annotated_Colab_Notebook,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.854233,0.000,1.776501179,35.530,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:51+0100,Annotated_Colab_Notebook,GENAIGREENML_autonomous_gemini.py,OK,0,0.856997,0.000,1.877043009,37.541,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:55+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.903509,0.000,2.541077137,50.822,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:56+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_assisted_chatgpt.py,OK,0,0.903509,0.000,0.945382118,18.908,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:57+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_assisted_claude.py,OK,0,0.903509,0.000,0.955641031,19.113,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:58+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_assisted_codex.py,OK,0,0.903509,0.000,0.941839933,18.837,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:48:59+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_assisted_gemini.py,OK,0,0.903509,0.000,0.962619781,19.252,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:00+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.000000,0.000,1.111713171,22.234,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:01+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_autonomous_claude.py,OK,0,0.964912,0.000,1.004446983,20.089,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:02+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_autonomous_codex.py,OK,0,0.973684,0.000,1.010415792,20.208,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:03+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_autonomous_gemini.py,OK,0,0.973684,0.000,1.003762007,20.075,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:09+0100,BreastCancer_Classification,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,91.946309,0.000,5.539523125,110.790,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:14+0100,BreastCancer_Classification,GENAIGREENML_assisted_chatgpt.py,OK,0,0.919463,0.000,4.921015024,98.420,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:17+0100,BreastCancer_Classification,GENAIGREENML_assisted_claude.py,OK,0,0.919463,0.000,2.591910124,51.838,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:19+0100,BreastCancer_Classification,GENAIGREENML_assisted_codex.py,OK,0,0.920000,0.000,2.455879927,49.118,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:22+0100,BreastCancer_Classification,GENAIGREENML_assisted_gemini.py,OK,0,0.920000,0.000,2.630131006,52.603,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:24+0100,BreastCancer_Classification,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.928073,0.000,1.980795860,39.616,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:25+0100,BreastCancer_Classification,GENAIGREENML_autonomous_codex.py,OK,0,0.967897,0.000,1.061207056,21.224,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:28+0100,cancer_prediction,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.982456,0.000,2.312741995,46.255,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:29+0100,cancer_prediction,GENAIGREENML_assisted_chatgpt.py,OK,0,0.982456,0.000,0.951357126,19.027,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:30+0100,cancer_prediction,GENAIGREENML_assisted_claude.py,OK,0,0.982456,0.000,0.900453091,18.009,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:31+0100,cancer_prediction,GENAIGREENML_assisted_codex.py,OK,0,0.982456,0.000,0.999023199,19.980,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:32+0100,cancer_prediction,GENAIGREENML_assisted_gemini.py,OK,0,0.982456,0.000,0.994629860,19.893,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:33+0100,cancer_prediction,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.973684,0.000,1.045660019,20.913,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:34+0100,cancer_prediction,GENAIGREENML_autonomous_claude.py,OK,0,0.964912,0.000,0.948947906,18.979,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:35+0100,cancer_prediction,GENAIGREENML_autonomous_codex.py,OK,0,0.973684,0.000,0.937751055,18.755,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:36+0100,cancer_prediction,GENAIGREENML_autonomous_gemini.py,OK,0,0.964912,0.000,0.948532820,18.971,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:40+0100,cars-classification,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.703125,0.000,2.744454145,54.889,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:41+0100,cars-classification,GENAIGREENML_assisted_chatgpt.py,OK,0,0.687500,0.000,0.996589184,19.932,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:42+0100,cars-classification,GENAIGREENML_assisted_claude.py,OK,0,0.703125,0.000,1.001822948,20.036,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:43+0100,cars-classification,GENAIGREENML_assisted_codex.py,OK,0,0.703125,0.000,1.052445889,21.049,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:44+0100,cars-classification,GENAIGREENML_assisted_gemini.py,OK,0,0.703125,0.000,1.013246298,20.265,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:45+0100,cars-classification,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.773585,0.000,1.052639008,21.053,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:46+0100,cars-classification,GENAIGREENML_autonomous_claude.py,OK,0,,0.000,1.053126812,21.063,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:47+0100,cars-classification,GENAIGREENML_autonomous_codex.py,OK,0,0.754717,0.000,0.996023893,19.920,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:48+0100,cars-classification,GENAIGREENML_autonomous_gemini.py,OK,0,0.000000,0.000,1.010307074,20.206,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:52+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.625000,0.000,2.430364847,48.607,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:53+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_assisted_chatgpt.py,OK,0,0.625000,0.000,1.040725231,20.815,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:54+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_assisted_claude.py,OK,0,0.625000,0.000,1.003792048,20.076,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:55+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_assisted_codex.py,OK,0,0.625000,0.000,1.114030838,22.281,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:56+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_assisted_gemini.py,OK,0,0.625000,0.000,0.991081953,19.822,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:57+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.737500,0.000,1.174489975,23.490,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:58+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_autonomous_claude.py,OK,0,,0.000,0.994941950,19.899,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:49:59+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_autonomous_codex.py,OK,0,0.725000,0.000,1.049791813,20.996,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:00+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_autonomous_gemini.py,OK,0,0.675000,0.000,1.061603069,21.232,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:04+0100,CodeAlpha_IrisClassification,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,,0.000,2.860265017,57.205,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:05+0100,CodeAlpha_IrisClassification,GENAIGREENML_assisted_chatgpt.py,OK,0,0.900000,0.000,1.159739017,23.195,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:06+0100,CodeAlpha_IrisClassification,GENAIGREENML_assisted_claude.py,OK,0,0.966667,0.000,0.995481253,19.910,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:07+0100,CodeAlpha_IrisClassification,GENAIGREENML_assisted_codex.py,OK,0,0.900000,0.000,1.118535995,22.371,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:09+0100,CodeAlpha_IrisClassification,GENAIGREENML_assisted_gemini.py,OK,0,0.900000,0.000,1.165119886,23.302,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:10+0100,CodeAlpha_IrisClassification,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.933333,0.000,1.004098892,20.082,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:11+0100,CodeAlpha_IrisClassification,GENAIGREENML_autonomous_codex.py,OK,0,1.000000,0.000,1.004321814,20.086,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:12+0100,CodeAlpha_IrisClassification,GENAIGREENML_autonomous_gemini.py,OK,0,0.933333,0.000,1.008755922,20.175,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:15+0100,CT_Project,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.966816,0.000,2.251436234,45.029,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:16+0100,CT_Project,GENAIGREENML_assisted_chatgpt.py,OK,0,0.965919,0.000,1.006672144,20.133,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:17+0100,CT_Project,GENAIGREENML_assisted_claude.py,OK,0,0.965919,0.000,1.008214951,20.164,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:18+0100,CT_Project,GENAIGREENML_assisted_codex.py,OK,0,0.966816,0.000,1.060751915,21.215,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:19+0100,CT_Project,GENAIGREENML_assisted_gemini.py,OK,0,0.966816,0.000,1.056087017,21.122,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:20+0100,CT_Project,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.972197,0.000,1.061883211,21.238,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:21+0100,CT_Project,GENAIGREENML_autonomous_claude.py,OK,0,0.972197,0.000,1.049050808,20.981,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:22+0100,CT_Project,GENAIGREENML_autonomous_codex.py,OK,0,1.000000,0.000,1.109701157,22.194,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:23+0100,CT_Project,GENAIGREENML_autonomous_gemini.py,OK,0,0.972197,0.000,1.166721821,23.334,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:27+0100,Cuisine-Predictor,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.769623,0.000,2.868373632,57.367,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:30+0100,Cuisine-Predictor,GENAIGREENML_assisted_chatgpt.py,OK,0,0.774526,0.000,2.358651876,47.173,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:36+0100,Cuisine-Predictor,GENAIGREENML_assisted_claude.py,OK,0,0.774576,0.000,5.897031784,117.941,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:37+0100,Cuisine-Predictor,GENAIGREENML_assisted_codex.py,OK,0,0.748479,0.000,1.366354227,27.327,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:38+0100,Cuisine-Predictor,GENAIGREENML_assisted_gemini.py,OK,0,0.774526,0.000,1.151551008,23.031,requirements installed | energy approx on macOS using 20.0W
2026-03-13T11:50:41+0100,Cuisine-Predictor,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.643118,0.000,2.904895067,58.098,requirements installed | energy approx on macOS using 20.0W
