timestamp,project,script,status,exit_code,accuracy,mem_delta_mb,exec_time_s,energy_j,notes
2026-03-18T14:18:11+0100,Air-Quality-Health-Prediction,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,1.000000,0.000,3.018477678,400.746540,venv auto-created | requirements installed (relaxed pins)
2026-03-18T14:18:14+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_chatgpt.py,OK,0,0.000000,0.000,2.918269634,389.668858,venv auto-created | requirements installed (relaxed pins)
2026-03-18T14:18:15+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_claude.py,OK,0,,0.000,1.416514874,201.047400,venv auto-created | requirements installed (relaxed pins)
2026-03-18T14:18:17+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_codex.py,OK,0,0.956522,0.000,2.017374039,274.542816,venv auto-created | requirements installed (relaxed pins)
2026-03-18T14:18:19+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.994657,0.000,1.516621113,212.874814,venv auto-created | requirements installed (relaxed pins)
2026-03-18T14:18:20+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_codex.py,OK,0,0.560613,0.000,1.416486263,199.568666,venv auto-created | requirements installed (relaxed pins)
2026-03-18T14:18:22+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_gemini.py,OK,0,0.790279,0.000,1.416599035,200.608869,venv auto-created | requirements installed (relaxed pins)
2026-03-18T14:19:48+0100,Algorithms_KnnClasifier,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.720000,0.000,1.015983105,137.824089,venv auto-created | requirements installed (relaxed pins)
2026-03-18T14:19:48+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_chatgpt.py,OK,0,0.750000,0.000,0.565461874,83.115832,venv auto-created | requirements installed (relaxed pins)
2026-03-18T14:19:49+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_claude.py,OK,0,0.720000,0.000,0.515367270,75.700075,venv auto-created | requirements installed (relaxed pins)
2026-03-18T14:19:49+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_codex.py,OK,0,72.000000,0.000,0.515336752,75.064981,venv auto-created | requirements installed (relaxed pins)
2026-03-18T14:19:50+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_gemini.py,OK,0,0.720000,0.000,0.415185928,62.732005,venv auto-created | requirements installed (relaxed pins)
2026-03-18T14:19:51+0100,Algorithms_KnnClasifier,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.753731,0.000,1.266276121,183.496027,venv auto-created | requirements installed (relaxed pins)
2026-03-18T14:19:52+0100,Algorithms_KnnClasifier,GENAIGREENML_autonomous_codex.py,OK,0,0.723881,0.000,1.266327143,182.242360,venv auto-created | requirements installed (relaxed pins)
