timestamp,project,script,status,exit_code,accuracy,exec_time_s,energy_j,notes
2026-03-23T14:35:32+0100,Air-Quality-Health-Prediction,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,1.000000,34.814172268,3824.177425,requirements installed (relaxed pins)
2026-03-23T14:35:35+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_chatgpt.py,OK,0,0.000000,2.968305588,392.768797,requirements installed (relaxed pins)
2026-03-23T14:35:37+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_claude.py,OK,0,0.888889,1.967080116,267.219760,requirements installed (relaxed pins)
2026-03-23T14:35:39+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_codex.py,OK,0,0.956522,2.217645645,296.767581,requirements installed (relaxed pins)
2026-03-23T14:35:41+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.994657,1.766856194,240.012697,requirements installed (relaxed pins)
2026-03-23T14:35:43+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_codex.py,OK,0,0.560613,1.516504526,207.106347,requirements installed (relaxed pins)
2026-03-23T14:35:44+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_gemini.py,OK,0,0.792427,1.466406107,204.116945,requirements installed (relaxed pins)
2026-03-23T14:36:05+0100,Algorithms_KnnClasifier,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.720000,11.380196095,1260.707499,requirements installed (relaxed pins)
2026-03-23T14:36:06+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_chatgpt.py,OK,0,0.750000,0.615427494,85.322626,requirements installed (relaxed pins)
2026-03-23T14:36:06+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_claude.py,OK,0,0.720000,0.515289545,75.038322,requirements installed (relaxed pins)
2026-03-23T14:36:07+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_codex.py,OK,0,72.000000,0.515275478,74.641284,requirements installed (relaxed pins)
2026-03-23T14:36:07+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_gemini.py,OK,0,0.720000,0.465204477,68.885831,requirements installed (relaxed pins)
2026-03-23T14:36:27+0100,Algorithms_KnnClasifier,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.753731,19.794511318,2181.550059,requirements installed (relaxed pins)
2026-03-23T14:36:28+0100,Algorithms_KnnClasifier,GENAIGREENML_autonomous_codex.py,OK,0,0.723881,1.266185999,181.490612,requirements installed (relaxed pins)
2026-03-23T14:36:30+0100,Algorithms_KnnClasifier,GENAIGREENML_autonomous_gemini.py,OK,0,0.746269,1.466507673,201.128978,requirements installed (relaxed pins)
2026-03-23T14:37:06+0100,animals-classification,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.961538,25.802504301,2855.436051,requirements installed (relaxed pins)
2026-03-23T14:37:08+0100,animals-classification,GENAIGREENML_assisted_chatgpt.py,OK,0,0.961538,1.366353273,192.920909,requirements installed (relaxed pins)
2026-03-23T14:37:09+0100,animals-classification,GENAIGREENML_assisted_claude.py,OK,0,0.961538,1.316317558,187.305169,requirements installed (relaxed pins)
2026-03-23T14:37:10+0100,animals-classification,GENAIGREENML_assisted_codex.py,OK,0,0.961538,1.316355228,187.115157,requirements installed (relaxed pins)
2026-03-23T14:37:11+0100,animals-classification,GENAIGREENML_assisted_gemini.py,OK,0,0.961538,1.166095734,167.307960,requirements installed (relaxed pins)
2026-03-23T14:37:13+0100,animals-classification,GENAIGREENML_autonomous_codex.py,OK,0,1.000000,2.067612171,265.709118,requirements installed (relaxed pins)
2026-03-23T14:37:15+0100,animals-classification,GENAIGREENML_autonomous_gemini.py,OK,0,1.000000,1.115992069,159.563491,requirements installed (relaxed pins)
2026-03-23T14:37:54+0100,Annotated_Colab_Notebook,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.861803,30.856504440,3484.257385,requirements installed (relaxed pins)
2026-03-23T14:37:57+0100,Annotated_Colab_Notebook,GENAIGREENML_assisted_chatgpt.py,OK,0,0.861803,2.718319654,385.376864,requirements installed (relaxed pins)
2026-03-23T14:38:00+0100,Annotated_Colab_Notebook,GENAIGREENML_assisted_claude.py,OK,0,0.865352,2.718264580,379.376318,requirements installed (relaxed pins)
2026-03-23T14:38:07+0100,Annotated_Colab_Notebook,GENAIGREENML_assisted_codex.py,OK,0,0.861803,7.224682093,915.417150,requirements installed (relaxed pins)
2026-03-23T14:38:14+0100,Annotated_Colab_Notebook,GENAIGREENML_assisted_gemini.py,OK,0,0.861803,6.973076582,889.959969,requirements installed (relaxed pins)
2026-03-23T14:38:17+0100,Annotated_Colab_Notebook,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.852390,3.469038248,452.111139,requirements installed (relaxed pins)
2026-03-23T14:38:20+0100,Annotated_Colab_Notebook,GENAIGREENML_autonomous_gemini.py,OK,0,0.856997,3.068600178,453.155026,requirements installed (relaxed pins)
2026-03-23T14:39:01+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.903509,27.704671860,3051.709721,requirements installed (relaxed pins)
2026-03-23T14:39:02+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_assisted_chatgpt.py,OK,0,0.903509,1.366303682,192.547609,requirements installed (relaxed pins)
2026-03-23T14:39:03+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_assisted_claude.py,OK,0,0.903509,1.316318035,187.166475,requirements installed (relaxed pins)
2026-03-23T14:39:05+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_assisted_codex.py,OK,0,0.903509,1.316277504,185.685826,requirements installed (relaxed pins)
2026-03-23T14:39:06+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_assisted_gemini.py,OK,0,0.903509,1.216294289,174.069732,requirements installed (relaxed pins)
2026-03-23T14:39:09+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.973684,2.768361568,341.620453,requirements installed (relaxed pins)
2026-03-23T14:39:10+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_autonomous_claude.py,OK,0,0.964912,1.216207504,169.892656,requirements installed (relaxed pins)
2026-03-23T14:39:11+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_autonomous_codex.py,OK,0,0.973684,1.116056919,159.217193,requirements installed (relaxed pins)
2026-03-23T14:39:12+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_autonomous_gemini.py,OK,0,0.973684,1.116269350,160.143665,requirements installed (relaxed pins)
2026-03-23T14:39:45+0100,breastcancer_classification,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,91.946309,24.597337961,2846.356816,requirements installed (relaxed pins)
2026-03-23T14:39:57+0100,breastcancer_classification,GENAIGREENML_assisted_chatgpt.py,OK,0,0.919463,11.978695869,1477.019906,requirements installed (relaxed pins)
2026-03-23T14:40:04+0100,breastcancer_classification,GENAIGREENML_assisted_claude.py,OK,0,0.919463,6.674143553,826.384403,requirements installed (relaxed pins)
2026-03-23T14:40:10+0100,breastcancer_classification,GENAIGREENML_assisted_codex.py,OK,0,0.920000,6.172158480,766.743849,requirements installed (relaxed pins)
2026-03-23T14:40:16+0100,breastcancer_classification,GENAIGREENML_assisted_gemini.py,OK,0,0.920000,6.772688389,839.157210,requirements installed (relaxed pins)
2026-03-23T14:40:32+0100,breastcancer_classification,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.928073,15.887203455,1764.878132,requirements installed (relaxed pins)
2026-03-23T14:40:34+0100,breastcancer_classification,GENAIGREENML_autonomous_codex.py,OK,0,0.967897,1.316285372,187.768597,requirements installed (relaxed pins)
2026-03-23T14:41:14+0100,cancer_prediction,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.982456,28.056687832,3089.228461,requirements installed (relaxed pins)
2026-03-23T14:41:15+0100,cancer_prediction,GENAIGREENML_assisted_chatgpt.py,OK,0,0.982456,1.466667652,206.791094,requirements installed (relaxed pins)
2026-03-23T14:41:17+0100,cancer_prediction,GENAIGREENML_assisted_claude.py,OK,0,0.982456,1.466588497,206.230873,requirements installed (relaxed pins)
2026-03-23T14:41:18+0100,cancer_prediction,GENAIGREENML_assisted_codex.py,OK,0,0.982456,1.516405582,209.870739,requirements installed (relaxed pins)
2026-03-23T14:41:20+0100,cancer_prediction,GENAIGREENML_assisted_gemini.py,OK,0,0.982456,1.316314459,186.100514,requirements installed (relaxed pins)
2026-03-23T14:41:22+0100,cancer_prediction,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.973684,2.067394018,266.987980,requirements installed (relaxed pins)
2026-03-23T14:41:23+0100,cancer_prediction,GENAIGREENML_autonomous_claude.py,OK,0,0.964912,1.266472816,176.907365,requirements installed (relaxed pins)
2026-03-23T14:41:24+0100,cancer_prediction,GENAIGREENML_autonomous_codex.py,OK,0,0.973684,1.216185093,171.160003,requirements installed (relaxed pins)
2026-03-23T14:41:25+0100,cancer_prediction,GENAIGREENML_autonomous_gemini.py,OK,0,0.964912,1.216244459,172.983419,requirements installed (relaxed pins)
